CURRENT POPULATION
110010010101001011000101001110110001001100100111100010110110111100101 0.9807000160217285 0.8729716051708568
111101000100001000000001110101000110101110100111110010110111001100100 0.9804999828338623 0.9058967232704163
100111010000101011000101001100011100110101100111100011111101101100101 0.9804999828338623 0.8225305411550734
100111010000101011000101000100011100110101100111001011111100011100101 0.9793999791145325 0.8107255382670298
111101000100001000000001001001000110101110100111110010110111001100101 0.9793999791145325 0.9084289661352185
110110010000101011000101000000011100110101000111001111111100011100101 0.9790999889373779 0.8186363796393077
110110010000101011100101001000010100110100101111001101111100001100101 0.9790999889373779 0.846513532102108
110110010000101011000101000100100001101101010111001111111111010010111 0.9789000153541565 0.8293458463417159
110010010001001011100101001100110000110101101111100010110100110100101 0.9783999919891357 0.8255249932408333
110010010001101011100101001000010100110100101111100011111100111100101 0.9783999919891357 0.8280729098866383
110010010001101011100101001010110000110101101111100010111100100100101 0.9783999919891357 0.8306208265324434
100111010000101011000101001100011100110101101111100011111101101100101 0.9782000184059143 0.8763041831552982
110010010101001011001101001110110000110101101111100011111100111100101 0.9778000116348267 0.8377505308017135
100111010000101011000101001100011001001100100111100010011101100100101 0.9776999950408936 0.8256133291456434
110010010001001011100101001100110001001100101111000010110100110100101 0.9775000214576721 0.8298567890500029
110010010001001011100101001100110001001100100111000010110100100100101 0.977400004863739 0.8552250042557716
110010010001101011100101001000010001001100100111001011111100111100101 0.977400004863739 0.8515227315100756
111111000100001000000001110101000110001110100111110010110111110100100 0.977400004863739 0.9065739175547725
110110010000101011100101001000010100110101111101001101111100011100101 0.9771000146865845 0.8549625128507614
110010010001101011110101001001000110101100101111001110110111001100101 0.9768999814987183 0.870051546022296
100111010000101011000101001100011100110101000001001000011101100100101 0.9767000079154968 0.8301950067281723
110010010101101011100101001000010001001000100111001011111100001100101 0.9765999913215637 0.8545249924063683
110010010001001011100101001100110001001100100111001011111100001100101 0.9764999747276306 0.8470397508054068
110110010000101011100101001000010100110100101111001101110111001100101 0.9764999747276306 0.8442656031499307
110110010000101011100101011001000110101100101111001110110111001100101 0.9764000177383423 0.8543500155210495
TRACKER INFO
30
0.9656999707221985 0.9656999707221985 0.9718999862670898 0.9722999930381775 0.977400004863739 0.977400004863739 0.977400004863739 0.977400004863739 0.977400004863739 0.977400004863739 0.977400004863739 0.977400004863739 0.9790999889373779 0.9790999889373779 0.9790999889373779 0.9790999889373779 0.9804999828338623 0.9804999828338623 0.9804999828338623 0.9804999828338623 0.9804999828338623 0.9804999828338623 0.9804999828338623 0.9804999828338623 0.9807000160217285 0.9807000160217285 0.9807000160217285 0.9807000160217285 0.9807000160217285 0.9807000160217285
POPULATION HISTORY
	Generation 0
110001001010001111011001101100101001000000100001000111010111101011100 0.3808000087738037 0.3389697047797116
111101001100001000000001110101000110101110111100110010110111001100100 0.9656999707221985 0.9656999707221985
100000101100110110111011011000011001001101110100101110101100001001111 0.17309999465942383 0.15605226791266238
100111010100101011110011001111111011101110000110111000011001100100000 0.7014999985694885 0.6839624986052513
100001011111010100001100111101111011001010011010100011101010001010011 0.10109999775886536 0.0929382791897903
010001111010100111100110110101100101111001001101111010010110000011000 0.09839999675750732 0.08917499706149101
010010111000111001111100100001110011000010001110000000000011000101010 0.8370000123977661 0.7563515737031897
010000101101111111001110011110011101110010001001100011110011100000000 0.11140000075101852 0.10240677152372277
010111110000001111101011011111011111000001111111100011110011101011101 0.9362000226974487 0.9088941887021065
101001111100010111110001001000111100010011101010111000100011101101111 0.11349999904632568 0.11349999904632568
110010010001001011100101001000011100110101010001000000110100111100101 0.9192000031471252 0.8286727301099084
100011110111110101100111010110001111000010101110101110010110000010001 0.1031000018119812 0.09182343911379576
010001001101011110011111000010011000010100000100110000000010000010101 0.14949999749660492 0.13251136141744527
110110010000101011000101000100100001001101011101101101111000010010111 0.9541000127792358 0.9262720957398415
010001100001111100101111111111110010000001010010111001000111010110001 0.08760000020265579 0.07930454563801036
000010110001000100000100111101111000111110101010101100111001100001101 0.7340999841690063 0.6710132667794824
000000001101011010000101001100000111011110010111001111110011001010010 0.19539999961853027 0.17319545420733365
010111111000100100110000110001101111011000100011100100010011110100110 0.11349999904632568 0.11066249907016754
000010110001101111111110111000001011011100100101100011110100111000110 0.3662000000476837 0.3301348485278361
000011001011101100111010001100111010100100100010010011000101010011011 0.16279999911785126 0.1479999991980466
000100010101011000011000011010100011111011100010111101111010101110101 0.10320000350475311 0.10090667009353638
110001000110001100001111011010111101000100001110111000101100000000010 0.07989999651908875 0.07199322603022058
110100100000101100110100001001001010001011111110100011101101010100110 0.921999990940094 0.8951083245376745
110011011111110101000110111010101100011111111111011101011111010000011 0.10329999774694443 0.09361562295816839
010010000100111100001010110001110011111010110100001111110000111111011 0.2574999928474426 0.23018938754544113
	Generation 1
111101001100001000000001110101000110101110111100110010110111001100100 0.9656999707221985 0.9312106860535485
110110010000101011000101000100100001001101011101101101111000010010111 0.9541000127792358 0.9123581372201444
110010010011001011100101001000011100110101010001000000110100111100101 0.9509999752044678 0.7492727077368535
010111110000001111101011011111011111000001111111100001110011101011101 0.9401999711990356 0.8775199731190999
010111110000001111101011011111011111000001111111100011110011101011101 0.9381999969482422 0.8736987471580505
000010110001101111111100101100000111011100100111001111110011111000110 0.9347000122070312 0.7612140250928474
110100100000101100110100001001001010001011111110100011101101010100110 0.921999990940094 0.8835833246509235
110010010001001011100101001000011100110101010001000000110100111100101 0.9192000031471252 0.7137727297165178
100111010000101011110011001111111011101110110100011000011001100111010 0.9023000001907349 0.8521722224023607
110010010001001001111100100001110111000010001110000000000011010100100 0.8927000164985657 0.8206330880833169
110010010001001011100101001000011100110101010001000001110100111100101 0.8792999982833862 0.6661363623358987
010010111000111001111100100001110011000010001110000000000011000101010 0.8370000123977661 0.7716093864291906
010011110000001110000101001100011111011110010111001111110011101010100 0.8263999819755554 0.682406045722239
010010111000111011100101101000011100110101010001000001110110101101011 0.7764000296592712 0.6440591155128046
010010000100111100001010110001110011111010000110101111100000111100001 0.7538999915122986 0.651095447215167
110010010001001111100101000100100001001101010001000000110100110010101 0.7401000261306763 0.5831091114968965
000010110001000100000100111101111000111110101010101100111001100001101 0.7340999841690063 0.6843952977408965
111101001100001000000001110101000110101110111100101110110111001010100 0.7246999740600586 0.6988178321293422
100111010100101011110011001111111011101110000110111000011001100100000 0.7014999985694885 0.6625277764267391
000000001101011110000101101100000111011110010111010011110011011100010 0.7005000114440918 0.6023238734765486
100111010100101011110011001111111011101100100100100011110100111000110 0.692799985408783 0.6581599861383438
000000001101011011101011011011000111000001111111100011110011001011011 0.5428000092506409 0.5145291754355032
000010110001101111111110111000001011011110001110111000011001100101000 0.38929998874664307 0.35989972917983926
110001001010001111011001101100101001000000100001000111010111101011100 0.3808000087738037 0.31444849209351977
000010110001101111111110111000001011011100100101100011110100111000110 0.3662000000476837 0.30794090913100675
	Generation 2
100111010000101011110011001111111011101101010001000000110101100100110 0.9718999862670898 0.8774097098244561
110110010000101011000101000000011100110101010001000000110000111010111 0.9678000211715698 0.8871500194072723
111101001100001000000001110101000110101110111100110010110111001100100 0.9656999707221985 0.9656999707221985
110110010000101011000101000100100001001101011101101101111000010010111 0.9541000127792358 0.8646531365811825
110010010011001011100101001000011100110101010001000000110100111100101 0.9509999752044678 0.7924999793370565
010111110000001111101011011111011111000001111111100001110011101011101 0.9401999711990356 0.8109224751591683
110010010001001011100101001100110001001101011101101101111100010100101 0.9391999840736389 0.900066651403904
010111110000001111101011011111011111000001111111100011110011101011101 0.9381999969482422 0.809197497367859
000010110001101111111100101100000111011100100111001111110011111000110 0.9347000122070312 0.8320246320782285
110100100000101100110100001001001010001011111110100011101101010100110 0.927299976348877 0.8307062288125356
000010110001101111111100101100000111011100111111100011110011101010110 0.9246000051498413 0.8788515673950315
111101001100001000000001110101000110101110100111001110110111111010100 0.9235000014305115 0.9235000014305115
100100100000101100110100001001001010001011111110101011101101010100100 0.9210000038146973 0.8269812534252803
110010010001001011100101001000011100110101010001000000110100111100101 0.9192000031471252 0.7625181844288653
100111010100101011100001110101000110100110100100100011110111001100110 0.9103000164031982 0.844556126329634
100111010000101011110011001111111011101110110100011000011001100111010 0.9023000001907349 0.8246019446187549
010111110000001111101011011111011111000001100111001111110011111001101 0.8980000019073486 0.8481111129124959
110010010001001001111100100001110111000010001110000000000011010100100 0.8927000164985657 0.834581525841107
110010010001001111100101000100100001001101010001100001110011111011101 0.8902000188827515 0.758693197911436
010111110000001111101011011111011111000001111111111001110011100111000 0.8895999789237976 0.7691333151112001
010110110000001111101011011111001111000001111111000000110100100010101 0.8812000155448914 0.7802291804303725
110010010011001011100111001111111011110101110001000000110100100101110 0.8799999952316284 0.739999995990233
110010010001001011100101001000011100110101010001000001110100111100101 0.8792999982833862 0.7260886349461296
010010111000111001111100100001110011000010001110000000000011000101010 0.8370000123977661 0.7977656368166208
010011110000001110000101001100011111011110010111001111110011101010100 0.8263999819755554 0.7356211960767255
	Generation 3
110010010001001011100101001100110001001100100111001111111100111000111 0.9722999930381775 0.8986409026564973
111101001100001000000001110101000110101110000111110010110111001100100 0.972100019454956 0.940401105777077
100111010000101011110011001111111011101101010001000000110101100100110 0.9718999862670898 0.8153160995907254
110110010000101011000101000000011100110101010001000000110000111010111 0.9678000211715698 0.8253183513879776
111101001100001000000001110101000110101110111100110010110111001100100 0.9656999707221985 0.9268995254699673
000010110001101111111100101100000111011101011111101101110011010100100 0.9620000123977661 0.8542760526761413
100111010000101011110011001111111011000110110100011000011001010101110 0.9616000056266785 0.8307155604163806
111101001100001000000001110101000110101110111100110010110101001100100 0.9611999988555908 0.9225803560444287
111101001100001000000001110101000110101110100111001110110011111010101 0.9578999876976013 0.926664118533549
110110010000101011000101000100100001001101011101101101111000010010111 0.9541000127792358 0.8964564703404904
110010010011001011100101001000011100110101010001000000110100111100101 0.9509999752044678 0.8825567951708129
100111010000101011110011011111111011101101010000000000110111100100110 0.9502999782562256 0.7998358150323233
110010010001001011100101001100110001001101011101101101110110011100101 0.9442999958992004 0.8410171838477254
010111110000001111101011011111011111000001111111100001110011101011101 0.9401999711990356 0.86772622341911
110010010001001011100101001100110001001101011101101101111100010100101 0.9391999840736389 0.8340291525237262
010111110000001111101011011111011111000001111111100011110011101011101 0.9381999969482422 0.8619712471961974
000010110001101111111100101100000111011100100111001111110011111000110 0.9347000122070312 0.8745109962694572
110110011000101011000101000000011100110101010001010000110100111010110 0.9297000169754028 0.8057400147120158
110100100000101100110100001001001010001011111110100011101101010100110 0.927299976348877 0.8519568532705306
010111110000001111101011011111011111000010100100100011110011001001111 0.925599992275238 0.8407533263166745
000010110001101111111100101100000111011100111111100011110011101010110 0.9246000051498413 0.85236562974751
110010010001001001111100100001110111000010011101101100000011010100101 0.9246000051498413 0.8282875046133995
100100100000101100110100001001001010001011111110101011101101010100100 0.9210000038146973 0.8480875035127005
110010010001001011100101001000011100110101010001000000110100111100101 0.9192000031471252 0.849563639272343
100111010100101011100001110101000110100110100100100011110111001100110 0.9103000164031982 0.799041125509474
	Generation 4
110010010001001011100101001100110001001100100111000010110100100100101 0.977400004863739 0.8441181860186837
110010010001001011100101001100110001001100100111001111111100111000111 0.9722999930381775 0.8433965848702373
111101001100001000000001110101000110101110000111110010110111001100100 0.972100019454956 0.8699590753817904
100111010000101011110011001111111011101101010001000000110101100100110 0.9718999862670898 0.855811932351854
110010010001001011100101001100110001001100100111001011111100111000111 0.9714000225067139 0.8389363830739802
110110010000101011000101000000011100110101000111001111111100111000111 0.970300018787384 0.8894416838884354
111101001100001000000001110101000110101110111100110010110111001100100 0.9690999984741211 0.8984364569187164
110110010000101011000101000000011100110101010001000000110000111010111 0.9678000211715698 0.8629550188779831
110010010011001011000101001000011100110101010001000000110100111100101 0.9621000289916992 0.8491261619510072
000010110001101111111100101100000111011101011111101101110011010100100 0.9620000123977661 0.9093906367197633
100111010000101011110011001111111011000110110100011000011001010101110 0.9616000056266785 0.8627688939372699
111101001100001000000001110101000110101110111100110010110101001100100 0.9611999988555908 0.8896821417978832
111101001100001001000001110101000110101110000101110010110111001100100 0.9605000019073486 0.8665380451990211
111101001100001000000001110101000110101110000111111111111111011000110 0.9602000117301941 0.8645279091121494
110110010000101011000101000100100001001101011111101101111001010000110 0.9599999785423279 0.8899999801069498
111101001100001000000001110101000110101110100111001110110011111010101 0.9578999876976013 0.8659277062701143
110110010000101011000101000100100001001101011101101101111000010010111 0.9541000127792358 0.8924810536205768
100111010000101011110011011111111011101101010000000000110111100100110 0.9502999782562256 0.8420713696214888
111101001100001000100001110101000110101110111111000010110101111010110 0.9455999732017517 0.8822785464248487
110010010011001011100101001000011100110111010001110010110111001100101 0.9451000094413757 0.8412822053739518
110010010001001011100101001100110001001101011101101101110110011100101 0.9442999958992004 0.8852812461555004
010111110000001111101011011111011111000001111111100001110011101011101 0.9401999711990356 0.871643723299106
110010010001001011100101001100110001001101011101101101111100010100101 0.9391999840736389 0.878054151777178
010111110000001111101011011111011111000001111111100011110011101011101 0.9381999969482422 0.8697895805040996
000010110001101111111100101100000111011100100111001111110011111000110 0.9347000122070312 0.8320246320782285
	Generation 5
110010010001001011100101001100110001001100100111000010110100100100101 0.977400004863739 0.8663318224928596
111101001100001000000001110101000110101110100111001110110111101100100 0.9732000231742859 0.837445672115554
110010010001001011100101001100110001001100100111001111111100111000111 0.9722999930381775 0.8765431755419933
110110010000111011000101000000011100110101000111001101111100001100101 0.9721999764442444 0.8317710909578536
111101001100001000000001110101000110101110000111110010110111001100100 0.972100019454956 0.8364991109440293
100111010000101011110011001111111011101101010001000000110101100100110 0.9718999862670898 0.8207155439588759
110010010001001011100101001100110001001100100111001011111100111000111 0.9714000225067139 0.8720522929321636
110110010000101011000100101100000101011101011111101101110010010100110 0.9707000255584717 0.8574516892433166
110110010000101011000101000000011100110101000111001111111100111000111 0.970300018787384 0.8247550159692764
111101001100001000000001110101000110101110111100110010110111001100100 0.9690999984741211 0.9301629449640002
110110010000101011000101000000011100110101010001000000110000111010111 0.9678000211715698 0.8118766844272614
110010010011001011000101001000011100110101010001000000110100111100101 0.9621000289916992 0.860059116825913
000010110001101111111100101100000111011101011111101101110011010100100 0.9620000123977661 0.9620000123977661
100111010000101011110011001111111011000110110100011000011001010101110 0.9616000056266785 0.8280444492896398
111101001100001000000001110101000110101110111100110010110101001100100 0.9611999988555908 0.9225803560444287
111101001100001001000001110101000110101110000101110010110111001100100 0.9605000019073486 0.8369574291982512
111101001100001000000001110101000110101110000111111111111111011000110 0.9602000117301941 0.8314775463895521
110110010000101011000101000100100001001101011111101101111001010000110 0.9599999785423279 0.8419999811798334
